,accuracy,precision,recall,f1score,AUC,AP
cluster_0,0.5555555555555556,0.56875,0.5714285714285714,0.5541795665634675,0.3522727272727273,0.3329937224036603
cluster_1,0.8611111111111112,0.6212121212121212,0.59375,0.6043956043956044,0.7421875,0.3080886504799548
cluster_2,0.9166666666666666,0.9558823529411764,0.7,0.7626373626373627,0.864516129032258,0.6740384615384616
