,accuracy,precision,recall,f1score,AUC,AP
ITGB5,0.5697674418604651,0.5522222222222222,0.5537449971412236,0.5522724074855776,0.5100057175528874,0.40862749576119506
ITGB7,0.6511627906976745,0.6510869565217392,0.6504329004329004,0.6504065040650406,0.7291666666666666,0.7182946911742925
ITGBL1---Cluster1,0.7209302325581395,0.7209302325581395,0.7228587015821059,0.7203252032520326,0.7801418439716312,0.7815914983515646
JUP,0.6627906976744186,0.5007855459544384,0.5008169934640523,0.5007007007007007,0.6184640522875817,0.28641737518383864
KCNA4---Cluster1,0.5697674418604651,0.5827357970215112,0.5833333333333333,0.569709263015551,0.5750000000000001,0.4450643109070746
KCNE1L---Cluster1,0.5697674418604651,0.575,0.5761169332597904,0.5692432651956139,0.595146166574738,0.5673176896956025
KCNE3---Cluster1,0.5930232558139535,0.5930232558139534,0.5934782608695652,0.5925274130228779,0.6190217391304349,0.5953809623739782
KCNIP3---Cluster2,0.627906976744186,0.5561079545454546,0.5486453201970444,0.5488524590163935,0.5474137931034483,0.42294170241839657
KCNK5---Cluster1,0.7441860465116279,0.65,0.6193181818181819,0.6284367635506678,0.6526988636363636,0.8470596691262635
KCTD4,0.6395348837209303,0.6067168863779033,0.5983796296296297,0.6001199940002999,0.6568287037037037,0.522358655446768
KCTD9---Cluster1,0.7093023255813954,0.7066885964912281,0.7056737588652482,0.7060833902939165,0.7768685215493726,0.7428844960083849
KDELR3---Cluster1,0.6162790697674418,0.5878688524590163,0.5757918552036199,0.5743212839358032,0.6787330316742082,0.5768150970296935
KHDRBS2,0.7441860465116279,0.7424242424242424,0.7488888888888889,0.7419530823786143,0.816111111111111,0.763160004390966
KIAA0040---Cluster1,0.5697674418604651,0.5576923076923077,0.5562603419746277,0.5562683028866267,0.5256480970766685,0.456531035522172
KIAA1377,0.6046511627906976,0.5049019607843137,0.5036945812807881,0.4955141476880607,0.41379310344827586,0.2735828065094428
KLHL26---Cluster1,0.6976744186046512,0.6861063464837049,0.6823529411764706,0.6838235294117646,0.738655462184874,0.8064472228540376
KLHL6---Cluster1,0.686046511627907,0.6823899371069182,0.6748903508771931,0.6761957885929438,0.65625,0.6803588561333834
LAIR1,0.7790697674418605,0.7,0.7450903377847604,0.7140857392825897,0.7384131971720346,0.8714824803330717
LAMA2,0.627906976744186,0.58040027605245,0.5683284457478006,0.5681104833647206,0.6351906158357771,0.494789860158247
LAMA4---Cluster1,0.6046511627906976,0.5747126436781609,0.5706117781589479,0.5712609970674487,0.6546598056032018,0.5558353212069062
LAMP3,0.6627906976744186,0.6236660389202762,0.6172619047619048,0.6195270785659802,0.6898809523809525,0.8102802839824358
LATS2---Cluster1,0.7325581395348837,0.7330043859649122,0.7303523035230353,0.7307744657683408,0.8184281842818428,0.7564338406668389
LCTL---Cluster2,0.7093023255813954,0.6534426229508197,0.65,0.6515961756603468,0.7217948717948718,0.4444419627771251
LDHA---Cluster1,0.7209302325581395,0.7094444444444444,0.7132352941176471,0.7109243697478991,0.7714932126696833,0.6929554524174161
LGALS1,0.686046511627907,0.5563725490196079,0.5505494505494506,0.5523423944476575,0.6505494505494505,0.37770926104832014
LGALS3,0.7441860465116279,0.7406798245614035,0.7406798245614035,0.7406798245614035,0.7976973684210527,0.813249829860953
LGALS8,0.6744186046511628,0.6712630998345284,0.6693944353518821,0.6699561403508771,0.7817785051827605,0.7750400182071214
LHFPL2---Cluster1,0.5465116279069767,0.5487012987012987,0.5504201680672269,0.5434871376071866,0.55406162464986,0.6813002556666639
LIF---Cluster2,0.5232558139534884,0.5232558139534884,0.5235745614035088,0.5216388549721883,0.5794956140350878,0.5477653197068802
LIMD1---Cluster1,0.7093023255813954,0.7012578616352201,0.6955555555555556,0.6974813564091742,0.8127777777777778,0.7461163430464836
LIMS1,0.6395348837209303,0.5452459016393443,0.5490056818181819,0.5462127659574467,0.5603693181818182,0.8017629650982196
LITAF,0.6511627906976745,0.6300904977375565,0.6331018518518519,0.6312178387650086,0.6655092592592593,0.5087007952752526
LMCD1---Cluster1,0.6046511627906976,0.6037940379403794,0.6037940379403794,0.6037940379403794,0.6498644986449865,0.6818639160221739
LMNA---Cluster1,0.7209302325581395,0.6323644933228594,0.6162870945479642,0.6219780219780219,0.7736369910282954,0.4959728538484858
LMNA---Cluster2,0.7325581395348837,0.7050816696914701,0.7017857142857142,0.7033148342582871,0.781547619047619,0.8647938409094864
LMO2,0.6627906976744186,0.663961038961039,0.6653027823240589,0.6623798565046705,0.6721222040370977,0.6665873160665965
LOX---Cluster2,0.7209302325581395,0.7077546296296297,0.7030542986425339,0.7049742710120068,0.7842194570135747,0.845347083101222
LOXL1---Cluster1,0.6395348837209303,0.6369565217391304,0.6374795417348609,0.6371308016877637,0.6939443535188217,0.701918468800585
LOXL2---Cluster2,0.6046511627906976,0.6092391304347826,0.6101973684210527,0.6044372294372294,0.6258223684210527,0.5369675812872416
LOXL3---Cluster1,0.7093023255813954,0.7119565217391304,0.7113821138211383,0.709263015551048,0.8157181571815717,0.7610337979429165
LOXL4,0.6976744186046512,0.6991869918699187,0.6991869918699187,0.6976744186046511,0.7355013550135502,0.6693230410681624
LPXN,0.6627906976744186,0.6275641025641026,0.6167155425219941,0.6195270785659802,0.7225806451612903,0.7999684005899149
LRFN5---Cluster1,0.6511627906976745,0.6012731481481481,0.6176075268817205,0.6028325123152709,0.6969086021505376,0.37776219207154443
LRRC32,0.6395348837209303,0.6408371040723981,0.634959349593496,0.6335395189003437,0.6986449864498645,0.7001910034086098
LRRC4,0.5930232558139535,0.5930232558139534,0.599537037037037,0.5862542955326462,0.6035879629629629,0.5069099208127937
LRRC61,0.6395348837209303,0.5269607843137255,0.5216393442622951,0.5193798449612403,0.5337704918032786,0.7662339063016399
LRRC8E,0.5697674418604651,0.5650406504065041,0.5678733031674208,0.5626116838487972,0.6153846153846154,0.7344925675171554
LRRFIP1---Cluster1,0.7325581395348837,0.7314363143631436,0.7320652173913043,0.7316510649843984,0.8,0.7392108734625652
LSP1---Cluster1,0.5930232558139535,0.49090909090909085,0.4924670433145009,0.48765957446808506,0.5028248587570622,0.7307564575486489
LTBP1---Cluster2,0.7906976744186046,0.7902439024390244,0.7902439024390244,0.7902439024390244,0.8048780487804879,0.7805066141110777
LUM,0.7790697674418605,0.7262295081967213,0.7318548387096775,0.7288866766218682,0.769489247311828,0.6061092875956621
LXN---Cluster1,0.7093023255813954,0.6841052029731276,0.6916666666666667,0.6869084025047327,0.7148809523809525,0.8275897406866534
LY6E---Cluster1,0.5930232558139535,0.5896358543417366,0.5869565217391304,0.586254295532646,0.6695652173913044,0.7256888064795073
LY75---Cluster1,0.5813953488372093,0.5833333333333333,0.5855555555555556,0.5793478260869566,0.6677777777777778,0.7167727934363302
LYN,0.6744186046511628,0.6744186046511629,0.6747967479674797,0.6742424242424243,0.7420054200542006,0.765181679992023
LYPD5,0.5930232558139535,0.5899062327633756,0.5885869565217392,0.5885167464114833,0.41195652173913044,0.4822763051690032
LYSMD4,0.6744186046511628,0.5836606441476826,0.5698360655737705,0.5724431818181819,0.6649180327868853,0.49360530674852576
LYZ,0.7093023255813954,0.7115800865800865,0.719047619047619,0.7073635497481965,0.769467787114846,0.6877752343372904
MAB21L1,0.5813953488372093,0.5619047619047619,0.5631789594053744,0.5622171945701357,0.6718124642652945,0.5169024990594442
MACROD2---Cluster1,0.686046511627907,0.6205273069679849,0.6290322580645161,0.6237238697131746,0.6498655913978495,0.3710235950395301
MAGEC2,0.627906976744186,0.5955882352941176,0.604064039408867,0.5964809384164222,0.6108374384236452,0.4417768852842998
MAGEE2---Cluster1,0.6162790697674418,0.5677339901477833,0.5665456745311555,0.5670480549199084,0.5771324863883848,0.7224516140799251
MAOB,0.7674418604651163,0.6916666666666667,0.6796875,0.684981684981685,0.7450284090909091,0.9028756451895377
MAPK8IP2---Cluster1,0.6627906976744186,0.5498360655737705,0.5620915032679739,0.5503875968992249,0.49183006535947715,0.23605831863428567
MCM2---Cluster1,0.7325581395348837,0.7326839826839827,0.7325581395348837,0.7325219743069642,0.7677122769064358,0.7520258119451588
MDK---Cluster1,0.8023255813953488,0.8037280701754386,0.800271002710027,0.8010072138287737,0.8693766937669376,0.8546690267324267
MEOX2,0.6395348837209303,0.6374458874458875,0.6422969187675069,0.6355434039644565,0.7092436974789916,0.6726843808638542
MESDC1---Cluster2,0.6046511627906976,0.6059782608695652,0.6055194805194806,0.6044372294372296,0.6436688311688312,0.6328441547292288
MET---Cluster1,0.7325581395348837,0.7289023717595147,0.7275219298245614,0.7281099656357388,0.7571271929824562,0.757275399271446
MFAP4---Cluster1,0.7441860465116279,0.7131198995605775,0.705384150030248,0.708743842364532,0.8421052631578946,0.9260654679975167
MFI2---Cluster1,0.627906976744186,0.6205184776613348,0.6205184776613348,0.6205184776613348,0.692222835079978,0.7716505376958347
MFNG---Cluster1,0.627906976744186,0.4783974862529458,0.47985347985347987,0.47878787878787876,0.5545787545787546,0.8350806538318218
MFNG---Cluster2,0.6976744186046512,0.6929347826086957,0.6972222222222222,0.693530701754386,0.7541666666666667,0.6462895551717718
MFSD7---Cluster1,0.6976744186046512,0.6970189701897019,0.6970189701897019,0.6970189701897019,0.767479674796748,0.6871413709779477
MGMT---Cluster3,0.6395348837209303,0.5386363636363636,0.5334426229508197,0.5335083114610674,0.5606557377049181,0.7486771987912145
MGMT---Cluster5,0.5813953488372093,0.41684981684981687,0.410840534171249,0.41363636363636364,0.5333857030636292,0.805102747342364
MGP---Cluster1,0.7441860465116279,0.7375565610859729,0.7333333333333334,0.735014005602241,0.7505555555555555,0.7665433121072355
MGST2,0.813953488372093,0.8138528138528138,0.8138528138528138,0.8138528138528138,0.8933982683982684,0.8776888962405941
MINA,0.6511627906976745,0.5665322580645161,0.5665322580645161,0.5665322580645161,0.6841397849462365,0.43473105543685636
MIPOL1---Cluster1,0.6976744186046512,0.6746712407089765,0.6791788856304986,0.6765046296296297,0.6703812316715543,0.5149365217067071
MLH3,0.6627906976744186,0.6236660389202762,0.6172619047619048,0.6195270785659802,0.675595238095238,0.5075870901155767
MMP2---Cluster1,0.6627906976744186,0.6626016260162602,0.6623376623376623,0.6623798565046704,0.7445887445887446,0.7153365329793879
MMP7,0.8023255813953488,0.8023255813953488,0.8024891774891775,0.8022988505747126,0.817099567099567,0.7974838056749693
MMP9---Cluster1,0.686046511627907,0.683739837398374,0.6858552631578947,0.6839526337280523,0.7214912280701754,0.6448032750004891
MOSC2,0.6511627906976745,0.6515151515151515,0.6515151515151515,0.6511627906976744,0.7083333333333333,0.6701693587078289
MOXD1,0.6744186046511628,0.6188747731397459,0.6288524590163935,0.6220966729441306,0.6898360655737705,0.5049352714153641
MPZ---Cluster1,0.6744186046511628,0.661334804191947,0.6672384219554031,0.6627450980392158,0.7252715837621498,0.6071862929839855
MR1,0.5465116279069767,0.5465116279069767,0.5477777777777778,0.5434871376071866,0.5819444444444445,0.6774694701477988
MRPL41,0.5697674418604651,0.56,0.5595697738554881,0.5597066555970666,0.5537782680639823,0.6361929611512647
MS4A6A,0.6511627906976745,0.6576086956521738,0.6611111111111111,0.6504065040650406,0.7055555555555555,0.6380917913667917
MSN,0.6627906976744186,0.583974358974359,0.5904071773636991,0.5861954537912726,0.5693581780538302,0.7911319506673178
MSR1,0.7441860465116279,0.7179802955665024,0.7107142857142856,0.7138535995160316,0.7708333333333334,0.8619563785052409
MSX2,0.7325581395348837,0.7134897360703812,0.7106481481481481,0.7119557303043542,0.8148148148148149,0.7232096623899578
MT1E---Cluster1,0.7325581395348837,0.7346883468834688,0.7353260869565217,0.7325219743069642,0.8195652173913043,0.82173286981594
MT2A---Cluster2,0.7325581395348837,0.7336043360433604,0.7332251082251082,0.7325219743069642,0.8095238095238095,0.7654133413073413
MT3---Cluster1,0.6976744186046512,0.6777777777777778,0.6904761904761905,0.6803887935963409,0.7285714285714286,0.5885373707781981
MTHFS,0.6395348837209303,0.6148809523809524,0.6103487707261293,0.6117664191058687,0.6866781017724414,0.7329634219908299
MX1,0.7558139534883721,0.7564935064935066,0.756910569105691,0.7557809330628803,0.7902439024390243,0.7834631437524903
MX2,0.686046511627907,0.6826558265582656,0.6872222222222222,0.6825700615174299,0.7411111111111112,0.7927711581982518
MYBL2---Cluster1,0.6744186046511628,0.6726287262872629,0.6737588652482269,0.6728260869565217,0.7255864702673213,0.650222568366466
MYBPH---Cluster1,0.7674418604651163,0.7401129943502824,0.7313974591651542,0.7352216748768474,0.7549909255898367,0.8307515454606645
MYCBP---Cluster2,0.8837209302325582,0.8839743589743589,0.8565476190476191,0.8676108374384237,0.9654761904761906,0.9821405377568382
MYO1C,0.5465116279069767,0.5480087288597927,0.5476190476190477,0.5459591173683498,0.630952380952381,0.6347098638552723
N6AMT2,0.7441860465116279,0.6967948717948718,0.6967948717948718,0.6967948717948718,0.7737179487179487,0.6347602534616802
NAALAD2---Cluster1,0.7441860465116279,0.7435064935064934,0.7445652173913043,0.743631436314363,0.8108695652173914,0.8091392404623526
NAGA---Cluster2,0.627906976744186,0.6336043360433604,0.6409376786735277,0.6246590289143481,0.7004002287021155,0.6402135091067229
NCAPD2---Cluster1,0.5232558139534884,0.507624633431085,0.5071271929824561,0.5038694245110454,0.5317982456140351,0.5811753601355302
NCAPH---Cluster1,0.6511627906976745,0.6455555555555557,0.6436403508771931,0.6442360728075014,0.7094298245614035,0.6738872592262936
NCKAP1L---Cluster1,0.6627906976744186,0.6397058823529411,0.6448680351906159,0.6414090582314882,0.7155425219941349,0.8295948109725788
NDC80---Cluster1,0.6046511627906976,0.5706117781589479,0.5747126436781609,0.5712609970674487,0.6249243799153054,0.806002167719821
