,accuracy,precision,recall,f1score,AUC,AP
CHAF1B,0.5581395348837209,0.5467787114845938,0.5460562603419746,0.5461111111111111,0.5714285714285714,0.5458116617287558
CHI3L2---Cluster1,0.5813953488372093,0.531547619047619,0.5326354679802956,0.5317604355716878,0.5923645320197044,0.4942219903936719
CHL1,0.6627906976744186,0.6567982456140351,0.6577495863210149,0.6571821305841925,0.7057363485934914,0.5866313113668614
CHRNA9---Cluster1,0.6162790697674418,0.5583333333333333,0.5642622950819672,0.558974358974359,0.6400000000000001,0.38656578908980815
CHST14---Cluster1,0.6162790697674418,0.6140207310420076,0.6135869565217391,0.6137198856676194,0.6847826086956521,0.632882859740065
CIB2,0.6046511627906976,0.5855263157894737,0.5960591133004927,0.5820468839336764,0.6711822660098522,0.550145484293252
CIITA---Cluster1,0.6744186046511628,0.6672384219554031,0.661334804191947,0.6627450980392158,0.733314947600662,0.6558391272042438
CITED4---Cluster1,0.5348837209302325,0.5392953929539295,0.5406162464985994,0.5326086956521738,0.5591036414565826,0.6449387506979503
CLDN1,0.5581395348837209,0.5344444444444445,0.5369047619047619,0.5328759291023442,0.6011904761904762,0.4741421206928753
CLEC12A,0.6162790697674418,0.6002801120448179,0.6012443438914028,0.6006753904601098,0.6620475113122172,0.5742668855482839
CLEC2B---Cluster1,0.5116279069767442,0.4894225271583762,0.4896358543417367,0.4892533936651584,0.5551820728291317,0.4418433313144028
CLN6---Cluster3,0.5930232558139535,0.5942982456140351,0.5930232558139534,0.5916429249762584,0.6744186046511628,0.6515261627331066
CNTNAP2---Cluster1,0.6046511627906976,0.6099290780141844,0.6099290780141844,0.6046511627906976,0.6988543371522095,0.7099019322927718
COCH,0.5813953488372093,0.5755591925804692,0.5763927192498621,0.575657894736842,0.5984555984555985,0.6347292405401144
COL12A1---Cluster1,0.5581395348837209,0.5361279646993933,0.5396249243799153,0.5328759291023442,0.6237144585601936,0.4487583359854555
COL1A2---Cluster1,0.6046511627906976,0.597289972899729,0.6085904416212946,0.5904761904761904,0.6370235934664246,0.7467487662346849
COL5A1---Cluster1,0.7325581395348837,0.7355212355212355,0.731060606060606,0.7307744657683407,0.8089826839826839,0.7785368394792243
COL5A2,0.6511627906976745,0.6600877192982456,0.6600877192982456,0.6511627906976745,0.7299890350877193,0.7495910057453421
COL6A1---Cluster2,0.6162790697674418,0.5605203619909502,0.5840534171249018,0.5500237830981448,0.615082482325216,0.2783771022373396
COL6A2,0.5348837209302325,0.538961038961039,0.5443349753694582,0.5222222222222223,0.6114532019704434,0.7517806627349195
COL6A3,0.5581395348837209,0.5356359649122807,0.5416666666666667,0.5271990740740741,0.5855769230769231,0.7556451670354196
COL8A1,0.627906976744186,0.6011204481792717,0.6091954022988506,0.6018518518518519,0.64670296430732,0.46437322065655395
COLEC11---Cluster1,0.5697674418604651,0.5529509100937673,0.5555555555555556,0.5522724074855776,0.6099537037037037,0.4793170481103203
CPA1---Cluster2,0.5930232558139535,0.5818330605564648,0.5868055555555556,0.5802538000278901,0.6568287037037037,0.7417965138354213
CPA4---Cluster1,0.6395348837209303,0.6340319911748483,0.6332236842105263,0.6335395189003437,0.7299890350877194,0.6649202560775216
CPA6,0.5581395348837209,0.555984555984556,0.5550135501355014,0.5542825968357883,0.6054200542005419,0.5971249960960213
CPNE8---Cluster1,0.6162790697674418,0.5766666666666667,0.6010989010989011,0.5670480549199085,0.5633699633699634,0.808814979573332
CRB2---Cluster1,0.6395348837209303,0.6414473684210527,0.6395348837209303,0.6383123049789716,0.7236343969713358,0.7183457526717255
CRIP1,0.5813953488372093,0.5813953488372092,0.584313725490196,0.5777414075286414,0.5829131652661065,0.6917495230211731
CROT---Cluster2,0.6162790697674418,0.6233333333333333,0.6203252032520326,0.6149776149776149,0.6585365853658537,0.6579630431590051
CRYGD---Cluster1,0.4883720930232558,0.4883720930232558,0.48739002932551323,0.47821290678433537,0.48739002932551323,0.6806706201139618
CSAG1---Cluster1,0.6395348837209303,0.6406926406926408,0.6418439716312057,0.6390957086774063,0.7351336606655755,0.7656550580652981
CSRP1---Cluster1,0.6162790697674418,0.6012443438914028,0.6002801120448179,0.6006753904601098,0.657703081232493,0.5710940615851149
CSTB,0.7441860465116279,0.7441860465116279,0.758147512864494,0.7406798245614036,0.8287592910234419,0.8867694849684296
CTSC,0.5813953488372093,0.551743853630646,0.5530791788856305,0.5520833333333333,0.6167155425219941,0.4792151671885123
CTSZ---Cluster1,0.5581395348837209,0.5383771929824561,0.5431034482758621,0.5328759291023442,0.5966748768472907,0.7396284190710872
CUL1,0.686046511627907,0.6691176470588236,0.6709548313321898,0.6699360341151386,0.7392795883361921,0.6232031648060031
CXCR4---Cluster1,0.6046511627906976,0.602710027100271,0.6033824331696672,0.6027173913043478,0.648936170212766,0.6862173205267488
CYB561---Cluster1,0.5232558139534884,0.5260162601626016,0.5263157894736843,0.5226749695410857,0.5921052631578947,0.6492397078981531
CYB5R1---Cluster1,0.5697674418604651,0.5676406926406926,0.5700280112044818,0.5650034176349966,0.6140056022408964,0.7138097515314025
CYP27A1,0.5930232558139535,0.5899062327633756,0.5885869565217392,0.5885167464114833,0.6853260869565218,0.6338441669881589
CYP27B1,0.6511627906976745,0.6461038961038961,0.6814516129032258,0.6312178387650085,0.7419354838709677,0.8639297086032109
CYP2S1---Cluster2,0.5930232558139535,0.5440251572327044,0.551747311827957,0.5408085430968725,0.5887096774193549,0.35177194918727117
CYP7B1,0.5116279069767442,0.48067226890756304,0.4791288566243194,0.47743055555555564,0.5166364186327889,0.6973784536959544
DAPP1,0.5930232558139535,0.5788043478260869,0.5950819672131147,0.5672178289000719,0.6183606557377049,0.81084565846017
DCHS1---Cluster1,0.6162790697674418,0.5241984271022383,0.5326797385620915,0.5169361702127659,0.565359477124183,0.35001381869734827
DCTD---Cluster1,0.6395348837209303,0.6288515406162465,0.6277777777777778,0.6282247943104169,0.7005555555555556,0.6256639835502021
DDB2,0.6162790697674418,0.6092436974789917,0.606907894736842,0.6073059360730594,0.6992872807017544,0.6418754626300804
DDX43,0.47674418604651164,0.48265582655826555,0.4814814814814815,0.4709501025290499,0.4855324074074074,0.6524601594805299
DEDD2---Cluster1,0.5930232558139535,0.5838888888888889,0.5832873690016547,0.583506295835063,0.6723662437948152,0.5931743603285475
