,accuracy,precision,recall,f1score,AUC,AP
cluster_0,0.8888888888888888,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.7171717171717171,0.36904761904761907
cluster_1,0.9444444444444444,0.9705882352941176,0.75,0.8181818181818181,0.796875,0.7219827586206897
cluster_2,0.6666666666666666,0.7083333333333334,0.6875,0.6625000000000001,0.646875,0.5734949160585286
