,accuracy,precision,recall,f1score,AUC,AP
cluster_0,0.9444444444444444,0.4722222222222222,0.5,0.4857142857142857,0.9117647058823529,0.325
cluster_1,0.9722222222222222,0.4861111111111111,0.5,0.4929577464788732,1.0,1.0
cluster_2,0.5,0.5047619047619047,0.5046439628482973,0.4984520123839009,0.5479876160990711,0.573318890503553
