,accuracy,precision,recall,f1score,AUC,AP
cluster_0,0.6666666666666666,0.6666666666666667,0.66875,0.6656346749226006,0.596875,0.5636245035601654
cluster_1,0.6666666666666666,0.5844155844155844,0.703125,0.5555555555555556,0.8046875,0.5176282051282051
cluster_2,0.75,0.5197044334975369,0.53125,0.5171385991058122,0.7578125,0.4208133971291866
