,accuracy,precision,recall,f1score,AUC,AP
FAM57B---Cluster1,0.6511627906976745,0.6203703703703703,0.6238095238095238,0.621700879765396,0.6815476190476191,0.5940235976865813
FAM86C,0.7209302325581395,0.7021511307225593,0.7217180883242589,0.7049742710120068,0.7943133696309739,0.8617951745911194
FAM89A---Cluster1,0.5813953488372093,0.5783991228070176,0.5777173913043478,0.5777414075286416,0.5790760869565217,0.5479796763047525
FAP,0.7093023255813954,0.6838888888888889,0.7077840552416823,0.6869084025047328,0.7834274952919021,0.8821756040447111
FAS,0.7674418604651163,0.7545008183306056,0.7822141560798548,0.7567873303167421,0.8759830611010284,0.9331468557336642
FBLN5---Cluster1,0.7209302325581395,0.700595238095238,0.6950231481481481,0.6973607038123167,0.7471064814814815,0.7851993632668152
FBP1,0.6976744186046512,0.6798245614035088,0.7019704433497538,0.6803887935963409,0.8017241379310345,0.8951284815858562
FBXO17---Cluster1,0.686046511627907,0.6839826839826839,0.6904761904761905,0.6825700615174299,0.7002801120448179,0.7499978847852179
FBXO4---Cluster1,0.7441860465116279,0.7457994579945799,0.7457994579945799,0.7441860465116279,0.7636856368563686,0.6898049905229688
FBXO6---Cluster1,0.627906976744186,0.6384180790960452,0.6195121951219512,0.6108597285067874,0.705691056910569,0.6964256032403877
FCGR2A---Cluster1,0.7325581395348837,0.6745134965473949,0.6868279569892473,0.679468481607519,0.6515456989247311,0.804461602715547
FES,0.7209302325581395,0.6832844574780059,0.6961707470182046,0.6878402903811253,0.7369742623979912,0.83856003256261
FGF1---Cluster1,0.5697674418604651,0.5703463203463204,0.570460704607046,0.569709263015551,0.6119241192411925,0.6169797500717351
FGFBP2,0.5813953488372093,0.5746140651801028,0.5711947626841244,0.57,0.5946535733769776,0.5501150714892448
FGFRL1---Cluster1,0.7325581395348837,0.7123552123552124,0.7370689655172413,0.7156002875629044,0.7807881773399015,0.8511460010976372
FHL3---Cluster1,0.6395348837209303,0.633695652173913,0.6378151260504201,0.6335395189003437,0.6985994397759103,0.7621609071002287
FIBIN,0.5116279069767442,0.5051490514905149,0.5055718475073314,0.4983333333333333,0.5067448680351907,0.3571974226314402
FKBP5---Cluster1,0.5930232558139535,0.5941558441558441,0.5949263502454992,0.592527413022878,0.5875613747954173,0.5434079427222457
FKBP9---Cluster1,0.7674418604651163,0.752895752895753,0.7689149560117302,0.7567873303167421,0.809384164222874,0.8668320395783695
FKBP9L,0.8255813953488372,0.756087981146897,0.746969696969697,0.7513013302486987,0.8795454545454546,0.961637250940792
FLNB---Cluster1,0.5581395348837209,0.5243697478991597,0.527306967984934,0.5208211143695015,0.5900816070307595,0.3708920543904389
FLNC---Cluster1,0.686046511627907,0.6755434782608696,0.6954022988505747,0.6732798649219081,0.7580157289776164,0.8372198826150152
FMOD---Cluster1,0.7441860465116279,0.7324875896304468,0.7409948542024014,0.735014005602241,0.7552887364208118,0.8210614598727481
FN1---Cluster1,0.5348837209302325,0.5341435185185186,0.5319264069264069,0.5256480970766685,0.6233766233766234,0.5951742767428992
FNDC3B---Cluster1,0.6627906976744186,0.6587561374795418,0.6595394736842105,0.6590567327409433,0.6820175438596491,0.71596028825885
FOXD1---Cluster1,0.46511627906976744,0.4459383753501401,0.4459383753501401,0.4459383753501401,0.42212885154061625,0.3860264435855441
FOXJ1---Cluster1,0.6046511627906976,0.5837424986361156,0.6059351276742582,0.5712609970674487,0.6287094547964113,0.7854326999678397
FRZB---Cluster1,0.5697674418604651,0.5515350877192983,0.5568663036902601,0.5476901208244492,0.6400483968542044,0.7853809495224109
FSTL1---Cluster1,0.5930232558139535,0.5358796296296297,0.5427881297446515,0.5322455322455322,0.5652173913043478,0.7650609703786244
FUCA2,0.6046511627906976,0.5900000000000001,0.5916289592760181,0.5904761904761905,0.6334841628959277,0.5018577094939567
FUT4---Cluster1,0.6395348837209303,0.6001131221719457,0.6160655737704919,0.6001199940003,0.6475409836065573,0.8098008274015167
FXYD1,0.6046511627906976,0.5929539295392954,0.6256410256410256,0.5712609970674487,0.676923076923077,0.8660110807088073
FZD6---Cluster1,0.6395348837209303,0.6385281385281385,0.6396617566830334,0.6383123049789716,0.7141298417894162,0.7650252680868171
GAL3ST4---Cluster2,0.5813953488372093,0.5775462962962963,0.5728260869565217,0.57,0.657608695652174,0.6206797054277762
GALC,0.5697674418604651,0.538655462184874,0.5424876847290641,0.5366244357070046,0.5609605911330049,0.3608750383352637
GALM,0.47674418604651164,0.47336956521739126,0.47326786688488814,0.4732543895467538,0.5313693398799781,0.4725305067501953
GALNT14---Cluster1,0.5930232558139535,0.569208211143695,0.5667420814479638,0.5672178289000719,0.6142533936651584,0.4872995432832133
GALNT5---Cluster1,0.686046511627907,0.6883116883116883,0.6949579831932773,0.6839526337280523,0.7478991596638656,0.8254614335107058
GALR1---Cluster2,0.4883720930232558,0.41923774954627946,0.416195856873823,0.41748768472906406,0.39673571876961705,0.27646419598159344
GBE1---Cluster1,0.627906976744186,0.6287878787878788,0.6293478260869565,0.6277056277056278,0.6190217391304348,0.5399832133272701
GBP3,0.6395348837209303,0.6304824561403509,0.6333333333333333,0.6311055763110558,0.6784313725490196,0.7566754097792897
GBP4---Cluster1,0.5813953488372093,0.5774886877828054,0.5744565217391304,0.5730832873690017,0.5624999999999999,0.5306708551515135
GBX2,0.686046511627907,0.5382882882882882,0.5234644582470669,0.5157455683003128,0.6873706004140787,0.44395378184009804
GCH1---Cluster1,0.686046511627907,0.6370491803278688,0.6286945812807883,0.6318376407166639,0.6742610837438424,0.47218986328022483
GDF15---Cluster2,0.6395348837209303,0.6556712962962963,0.6457994579945799,0.6355434039644565,0.6452574525745258,0.6026337087069616
GFPT2---Cluster1,0.7093023255813954,0.6359558316080055,0.6323924731182795,0.6340425531914893,0.6579301075268817,0.3911857003059683
GHDC---Cluster1,0.5930232558139535,0.5868055555555556,0.5818330605564648,0.5802538000278901,0.6020185488270594,0.6411432401509288
GJB2---Cluster2,0.7209302325581395,0.5192458758837392,0.5296969696969697,0.5154929577464789,0.5466666666666666,0.8977940242772297
GLRX2,0.7325581395348837,0.678299120234604,0.7159090909090908,0.6863802124623435,0.7180397727272727,0.835097509489435
GMPR,0.7325581395348837,0.7239130434782608,0.741642228739003,0.7241667828754705,0.7395894428152493,0.839781571165138
GNA15,0.8372093023255814,0.7540849673202614,0.7540849673202614,0.7540849673202614,0.8619281045751634,0.9467807618181453
GPD1---Cluster1,0.6162790697674418,0.5862663906142167,0.5707013574660633,0.5670480549199085,0.6176470588235294,0.54176711186738
GPNMB---Cluster1,0.6627906976744186,0.6543917075831969,0.6600678733031675,0.6549052165490522,0.7251131221719457,0.7826026638936491
GPR128,0.7441860465116279,0.7357970215113072,0.7394957983193278,0.7372222222222222,0.7663865546218488,0.8048763353588095
GPR17---Cluster1,0.4418604651162791,0.4095394736842105,0.375,0.37568058076225047,0.4113636363636364,0.7750606449221485
GPR176,0.627906976744186,0.6255555555555556,0.6228260869565218,0.6228070175438596,0.7076086956521739,0.7106712711152561
GPR180---Cluster2,0.5348837209302325,0.5377777777777778,0.5367965367965368,0.5326086956521738,0.5670995670995671,0.5576793898876219
GPR27,0.5697674418604651,0.5649208947081288,0.5652412280701754,0.5650034176349965,0.618421052631579,0.5111766873578428
GRB10---Cluster1,0.6395348837209303,0.6317073170731707,0.6496305418719213,0.6248768819473758,0.7173645320197044,0.842730422980599
GRIN3A---Cluster2,0.6511627906976745,0.5534426229508197,0.5597069597069597,0.5548654244306418,0.6410256410256411,0.3346242155478993
GSX2,0.6976744186046512,0.6841243862520459,0.7041742286751361,0.6838235294117647,0.7822141560798548,0.8777082351341184
GZMB---Cluster1,0.6976744186046512,0.704185520361991,0.6953463203463204,0.6935307017543859,0.7548701298701299,0.7903354716293776
H1F0,0.5697674418604651,0.5864130434782608,0.6097308488612836,0.5522724074855776,0.6680469289164941,0.8284675206235053
HAND2---Cluster2,0.5930232558139535,0.5667420814479638,0.569208211143695,0.5672178289000719,0.5255131964809384,0.37996138307403343
HAPLN3---Cluster1,0.6744186046511628,0.6537815126050419,0.6609970674486804,0.6558033161806747,0.7249266862170088,0.8316192766206639
HDC---Cluster1,0.6976744186046512,0.6778711484593838,0.686217008797654,0.6803887935963406,0.7070381231671554,0.7662499551944999
HEBP1,0.6976744186046512,0.5582386363636364,0.5732142857142857,0.560879811468971,0.6370535714285714,0.868634495687312
HERC5,0.6627906976744186,0.5978009259259259,0.6327572663000786,0.5958515637660022,0.6582875098193244,0.3257348864930528
HFE,0.7093023255813954,0.6736453201970443,0.6705989110707804,0.672006102212052,0.7434966727162734,0.8478670924884784
HGF---Cluster1,0.6046511627906976,0.5706117781589479,0.5747126436781609,0.5712609970674487,0.5849969751966122,0.43729268454277553
HIST1H2BH---Cluster1,0.5813953488372093,0.5763927192498621,0.5755591925804692,0.575657894736842,0.6317512274959085,0.6231655864878827
HIST1H2BJ---Cluster1,0.5465116279069767,0.5434782608695652,0.5436442989634479,0.5434871376071866,0.6085651936715767,0.6760437847393939
HIST1H4J,0.5348837209302325,0.5362554112554112,0.5367324561403509,0.5338753387533877,0.5893640350877193,0.539502203363567
HIST3H2A---Cluster1,0.6744186046511628,0.5707384403036577,0.575091575091575,0.5724431818181819,0.5846153846153845,0.33875191826856604
HOPX---Cluster1,0.686046511627907,0.6839826839826839,0.6904761904761905,0.6825700615174299,0.7011204481792718,0.7384753684647619
HOXB9---Cluster2,0.627906976744186,0.627906976744186,0.6324929971988795,0.6246590289143481,0.6523809523809525,0.5268875950788802
HOXC10---Cluster1,0.5581395348837209,0.5512605042016807,0.5499181669394435,0.5493656922228352,0.5711947626841244,0.6439380136899566
HPD---Cluster1,0.6627906976744186,0.6577495863210149,0.6567982456140351,0.6571821305841925,0.7669956140350878,0.7490837128675766
HPDL---Cluster1,0.5813953488372093,0.5772357723577235,0.5798319327731092,0.575657894736842,0.6453781512605042,0.748339555129489
HPS1---Cluster1,0.5930232558139535,0.5853260869565218,0.5897655803316181,0.583506295835063,0.6180674671240709,0.6888474815893376
HPS3---Cluster1,0.6976744186046512,0.6746712407089765,0.6791788856304986,0.6765046296296297,0.7281524926686217,0.8171830936559419
HRASLS,0.5697674418604651,0.5491898148148149,0.5476190476190476,0.5476901208244491,0.5971988795518208,0.5449037266310497
HS3ST3B1---Cluster2,0.45348837209302323,0.4561688311688311,0.4536878216123499,0.4474367737525632,0.4574042309891367,0.36607517923609945
HSD17B14,0.7093023255813954,0.4641943734015345,0.44473684210526315,0.4508301404853129,0.41447368421052627,0.10669359339583094
HSD17B7P2---Cluster1,0.45348837209302323,0.44417344173441736,0.433974358974359,0.4254442075337598,0.41602564102564105,0.27490679096797876
